,headline,date,year exp,score,pros,cons,company,position,raw_reviews,Introvert_Extrovert,Intuition_Sensing,Thinking_Feeling,Judging_Perceiving,Innovative_Traditional,Personality,reviews,emotions,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,is_exclusive,is_open,exclusive_openness
493,Best Company to work for,2021-10-28,Current Employee,5,Provides many opportunities to grow from within,There is no cons for me so far,Procter and Gamble, Finance Analyst,Provides many opportunities to grow from withinThere is no cons for me so far,Extrovert,Intuition,Feeling,Judging,innovative,ENJF,provides many opportunities grow withinthere cons far,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",1,0,0,1,0,0,1,0,0,1,0,3,Open
494,Amazing Company,2021-11-11,"Former Employee, more than 5 years",4,Pays well and great benefits. Very smart people. Well established process and way of working.,"Challenging to have work life balance. Depending on BUs, opportunities to progress would be limited at a certain mid level stage.",Procter and Gamble, Anonymous Employee,"Pays well and great benefits. Very smart people. Well established process and way of working.Challenging to have work life balance. Depending on BUs, opportunities to progress would be limited at a certain mid level stage.",Extrovert,Intuition,Thinking,Judging,traditional,ENJT,pays well great benefits smart people well established process way workingchallenging work life balance depending bus opportunities progress would limited certain mid level stage,"{'Positive': 4, 'Negative': 0, 'Anger': 0, 'Anticipation': 3, 'Disgust': 0, 'Fear': 0, 'Joy': 2, 'Sadness': 0, 'Surprise': 0, 'Trust': 4}",4,0,0,3,0,0,2,0,0,4,0,9,Open
495,Top company for FMCG,2021-11-11,"Current Employee, more than 5 years",4,"Industry best practices, entrust with big responsibilities, talented people","Increasingly more work with fewer headcounts, high competition and constant push from leadership",Procter and Gamble, Senior Finance Manager,"Industry best practices, entrust with big responsibilities, talented peopleIncreasingly more work with fewer headcounts, high competition and constant push from leadership",Introvert,Intuition,Feeling,Judging,innovative,INJF,industry best practices entrust big responsibilities talented peopleincreasingly work fewer headcounts high competition constant push leadership,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 2}",2,0,0,0,0,0,0,0,0,2,0,2,Open
496,Quite a good company,2021-11-11,Current Employee,4,"Flexibility, work from home, very high salary","Competitive, culture of grooming talents has been deteriorating over the years",Procter and Gamble, Finance Director,"Flexibility, work from home, very high salaryCompetitive, culture of grooming talents has been deteriorating over the years",Extrovert,Intuition,Thinking,Judging,traditional,ENJT,flexibility work home high salarycompetitive culture grooming talents deteriorating years,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 0}",1,0,0,0,0,0,0,0,0,0,0,0,Open
497,Starting Salary,2021-11-10,"Current Employee, more than 1 year",3,"Good first job , long term it depends",Not paid enough for the work you do.,Procter and Gamble, Associate Researcher,"Good first job , long term it dependsNot paid enough for the work you do.",Extrovert,Sensing,Thinking,Judging,innovative,ESJT,good first job  long term dependsnot paid enough work do,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 2, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 1}",2,0,0,2,0,0,1,0,1,1,0,4,Open
498,Good,2021-11-09,Current Employee,4,Good understanding happy place to be,None nothing much to say not bad,Procter and Gamble, Lab Tech,Good understanding happy place to beNone nothing much to say not bad,Extrovert,Sensing,Feeling,Judging,innovative,ESJF,good understanding happy place benone nothing much say bad,"{'Positive': 1, 'Negative': 1, 'Anger': 1, 'Anticipation': 1, 'Disgust': 1, 'Fear': 1, 'Joy': 1, 'Sadness': 1, 'Surprise': 1, 'Trust': 1}",1,1,1,1,1,1,1,1,1,1,3,3,Open
499,Production,2021-11-06,Former Employee,4,Systematic and give lots of relevant training,Gap between manager and tech level,Procter and Gamble, Analyst,Systematic and give lots of relevant trainingGap between manager and tech level,Extrovert,Intuition,Thinking,Judging,innovative,ENJT,systematic give lots relevant traininggap manager tech level,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",1,0,0,0,0,0,0,0,0,1,0,1,Open
500,Overall ok,2021-11-05,Former Employee,3,good benefit and comprehensive yearly development/growth review for employee,onboarding program can be improved,Procter and Gamble, Anonymous Employee,good benefit and comprehensive yearly development/growth review for employeeonboarding program can be improved,Extrovert,Sensing,Thinking,Perceiving,innovative,ESPT,good benefit comprehensive yearly developmentgrowth review employeeonboarding program improved,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 1}",2,0,0,1,0,0,1,0,1,1,0,3,Open
501,"Great organised structure and team, while less dramatically changing environment",2021-10-30,Current Employee,4,"Well established company, so we can learn how the big and great company functions.","Too big and promotion curve is not fast, but steady. Senior leaders are relatively not adaptive to fast changing environment.",Procter and Gamble, Anonymous Employee,"Well established company, so we can learn how the big and great company functions.Too big and promotion curve is not fast, but steady. Senior leaders are relatively not adaptive to fast changing environment.",Extrovert,Sensing,Thinking,Judging,innovative,ESJT,well established company learn big great company functionstoo big promotion curve fast steady senior leaders relatively adaptive fast changing environment,"{'Positive': 4, 'Negative': 0, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 2}",4,0,0,0,0,0,0,0,0,2,0,2,Open
502,Great training ground for future leaders,2021-10-30,Current Employee,4,"Great culture and value, fosters leadership capabilities","Inevitably, people who are more skilled at promoting themselves vs. folks who focus on doing the work progress faster in the company",Procter and Gamble, Supply Chain Senior Manager,"Great culture and value, fosters leadership capabilitiesInevitably, people who are more skilled at promoting themselves vs. folks who focus on doing the work progress faster in the company",Extrovert,Sensing,Thinking,Judging,traditional,ESJT,great culture value fosters leadership capabilitiesinevitably people skilled promoting vs folks focus work progress faster company,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 0}",2,0,0,1,0,0,1,0,0,0,0,2,Open
503,Diversity is good,2021-10-27,"Current Employee, more than 3 years",4,Diversity in P&G is very good. People are also open to learn new things and to be trained,Workload is quiet overwhelming and tiring,Procter and Gamble, Maintenance Planner,Diversity in P&G is very good. People are also open to learn new things and to be trainedWorkload is quiet overwhelming and tiring,Introvert,Sensing,Feeling,Judging,traditional,ISJF,diversity pg good people also open learn new things trainedworkload quiet overwhelming tiring,"{'Positive': 3, 'Negative': 1, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 1, 'Surprise': 1, 'Trust': 1}",3,1,0,1,0,0,1,1,1,1,0,3,Open
504,Great,2021-10-13,"Former Employee, more than 1 year",5,Good pay with many benefits,Work life balance not there,Procter and Gamble, Anonymous Employee,Good pay with many benefitsWork life balance not there,Introvert,Sensing,Feeling,Judging,innovative,ISJF,good pay many benefitswork life balance,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 2, 'Disgust': 0, 'Fear': 0, 'Joy': 2, 'Sadness': 0, 'Surprise': 1, 'Trust': 2}",2,0,0,2,0,0,2,0,1,2,0,6,Open
505,Bad culture,2021-11-17,"Current Employee, more than 1 year",1,"decent pay, reputable company i guess","horrible boss, poor work life balance",Procter and Gamble, Anonymous Employee,"decent pay, reputable company i guesshorrible boss, poor work life balance",Introvert,Sensing,Thinking,Judging,innovative,ISJT,decent pay reputable company guesshorrible boss poor work life balance,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",2,0,0,1,0,0,1,0,0,1,0,3,Open
506,"great training ground, smart people, but highly competitive & political environment",2021-10-26,"Former Employee, more than 8 years",3,"big responsibility, autonomy, and accountability from the start; great learning opportunities; smart people; plenty of career movement possible","highly competitive and political environment; strong Indian mafia in Singapore; eventually, opportunities are limited to those who are well connected or highly political",Procter and Gamble, CMK Manager,"big responsibility, autonomy, and accountability from the start; great learning opportunities; smart people; plenty of career movement possiblehighly competitive and political environment; strong Indian mafia in Singapore; eventually, opportunities are limited to those who are well connected or highly political",Extrovert,Intuition,Thinking,Judging,innovative,ENJT,big responsibility autonomy accountability start great learning opportunities smart people plenty career movement possiblehighly competitive political environment strong indian mafia singapore eventually opportunities limited well connected highly political,"{'Positive': 3, 'Negative': 1, 'Anger': 0, 'Anticipation': 2, 'Disgust': 0, 'Fear': 1, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",3,1,0,2,0,1,0,0,0,1,1,3,Open
507,A great place to grow and earn ( If you work hard and have good mental health ),2021-10-10,"Former Employee, more than 1 year",5,"A clear route of progression with clear KPI.
Increment is very defined from the start so able to target high increment.

For a technician job , workload is similar to an assistant engineer when compared to other companies.","Do not expect the job to be a typical technician job where you JUST open and close valve and run production.

Need to be able to have the mental capacity to push through and do the task well .",Procter and Gamble, Operation Specialist,"A clear route of progression with clear KPI.
Increment is very defined from the start so able to target high increment.

For a technician job , workload is similar to an assistant engineer when compared to other companies.Do not expect the job to be a typical technician job where you JUST open and close valve and run production.

Need to be able to have the mental capacity to push through and do the task well .",Extrovert,Sensing,Thinking,Judging,traditional,ESJT,clear route progression clear kpi increment defined start able target high increment technician job  workload similar assistant engineer compared companiesdo expect job typical technician job open close valve run production need able mental capacity push task well ,"{'Positive': 7, 'Negative': 1, 'Anger': 0, 'Anticipation': 3, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 2}",7,1,0,3,0,0,1,0,1,2,0,6,Open
508,Inclusive culture with opportunities to upskill,2021-10-03,"Current Employee, more than 5 years",5,Open and flat culture within Data Science teams with plenty of opportunities to upskill and work with teams from different regions. Opportunity to travel for annual DS meet.,Do not expect yourself to be coding all the time as Data Scientists are expected to work with business stakeholders closely. This requires us to communicate in layman terms and understand business needs. Hence there is a need to invest your time in getting stakeholders to scope their problems and then educate them to understand your approach. Usually businesses will be very willing to adopt your solutions once the value is proven.,Procter and Gamble, Data Scientist,Open and flat culture within Data Science teams with plenty of opportunities to upskill and work with teams from different regions. Opportunity to travel for annual DS meet.Do not expect yourself to be coding all the time as Data Scientists are expected to work with business stakeholders closely. This requires us to communicate in layman terms and understand business needs. Hence there is a need to invest your time in getting stakeholders to scope their problems and then educate them to understand your approach. Usually businesses will be very willing to adopt your solutions once the value is proven.,Extrovert,Sensing,Thinking,Judging,innovative,ESJT,open flat culture within data science teams plenty opportunities upskill work teams different regions opportunity travel annual ds meetdo expect coding time data scientists expected work business stakeholders closely requires us communicate layman terms understand business needs hence need invest time getting stakeholders scope problems educate understand approach usually businesses willing adopt solutions value proven,"{'Positive': 4, 'Negative': 1, 'Anger': 0, 'Anticipation': 5, 'Disgust': 0, 'Fear': 1, 'Joy': 0, 'Sadness': 1, 'Surprise': 2, 'Trust': 7}",4,1,0,5,0,1,0,1,2,7,1,12,Open
