,posts,company,type
1623," The future of our business, our communities, and our planet are intertwined. See how we’re investing to create a more resilient future for us all: https://pepsi.co/3NyxCk8",Pepsico,traditional
1624," Steve Singleton runs a family-operated farm that has been selling potatoes to Frito-Lay since 1982. PepsiCo is supporting businesses like his through our Supplier Diversity Program, which began as a $5 million investment in diverse-owned businesses and has since blossomed into nearly $30 billion worth of spending with a wide variety of suppliers over the past 40 years. Learn how we're helping to build a more equitable and inclusive supply chain: https://pepsi.co/3n7lQm8",Pepsico,traditional
1625," “Sharing your story can help someone else,” associate Shana Andrews says. Here, she discusses PepsiCo’s fertility benefits — and the importance of finding an employer who has your best interests at heart. https://lnkd.in/edsZgMQY #womenshistorymonth #candidconversations #pepsicolife",Pepsico,traditional
1626," We believe everyone should have the tools, support, and resources to succeed at work. Thank you to our associates who sit on our gender diversity taskforce, our Equal members, and those that stand up as allies every day. https://pepsi.co/3uaBLE2",Pepsico,traditional
1627," “We decided to leave Ukraine overnight,” says Tatiana Kramchenko, the mother of Ukrainian associate Julia Sidorenko. “We collected just a few things and left.” Tatiana is just one of the over 150 people who found safety at the “PepsiCo Hotel.” In just four days, PepsiCo Poland teams transformed Warsaw HQ into a temporary shelter for Ukrainian associates and their families. Read more here: https://pepsi.co/3bxoTBr",Pepsico,traditional
1628," Mentorship can be transformative. Here, associate Destinee Stuck shares what makes her mentor, Caroline Ihejiawu, so special: “You’ve taught me how to be more purpose-driven, concise, and deliberate in career discussions with senior leaders. Thank you.” #youcansmilehere #pepsicolife #aspacetobeyou #bhm https://lnkd.in/g2dP9Ukr",Pepsico,traditional
1629, We’re at our best when we can bring our whole selves to work. Happy Pride!,Pepsico,traditional
1630," I have been with PepsiCo for 8 years and I am excited for the future of R&D at PepsiCo. PepsiCo is continuing to invest in new processes and technologies that enable us to make new and familiar beverages in innovative ways. In my role, I develop and vet new beverage processing technologies for PepsiCo worldwide. Our team works on technologies from bench to pilot and production scale. I am helping orchestrate the launch of an entirely new beverage category for PepsiCo called Nitro. It will be on store shelves soon and I'm looking forward to sharing my most recent work achievement with friends and family. - Mary Mitchell, R&D Principal Engineer #pepsicolife #pepsicoproud #womeninstem",Pepsico,traditional
1631," Happy Father’s Day to all the dads out there! At PepsiCo, we see you sharing the best of life's moments with your kids every day. And it means the world to us. #pepsicodads #fathersday #youcansmilehere #pepsicolife ",Pepsico,traditional
1632," Black people, businesses, and communities have faced deep, systemic inequalities for far too long. Addressing them will take partnership, innovation, and investment. Learn more about our journey and progress: https://pepsi.co/3OuotdF",Pepsico,traditional
1633, We’re working to make our packaging more sustainable around the globe. Take a look at some of the changes we’re making in Europe: https://pepsi.co/3fUp9tc,Pepsico,traditional
1634," We believe everyone should have the support, tools, and resources to do their best work. Thanks Seramount, part of EAB, for naming us a Top Company for Executive Women!",Pepsico,traditional
1635, We’re working to:🚰 Become net water positive by 2030🌎 Achieve net zero emissions by 2040🌽Spread regenerative agricultural techniques across 7 million acres by 2030,Pepsico,traditional
1636," We’ve issued our second Green Bond, which will help fund key investments in our Positive Agriculture and Positive Value Chain pillars of our PepsiCo Positive transformation. More: https://pepsi.co/3ITSD8q",Pepsico,traditional
1637," Although the pandemic sometimes physically separated us, we also found new ways to connect. In India, PepsiCo launched a series of hobby clubs that allow associates to bond over dancing, cooking and art. “Getting an opportunity to showcase our skills and passions has really benefited all of us,” says Pragya Dwivedi, a food scientist based in India. https://lnkd.in/edsZgMQY #pepsicolife #pepsicocareers #womenshistorymonth",Pepsico,traditional
1638," In Europe, we’re committed to creating a more sustainable and resilient food system. Our Europe #PositiveAgriculture journey has made significant progress over the last year as we continue supporting our farming communities and spreading regenerative farming practices.  One of the ways we are doing this is through our iCrop technology and Cool Farm Tool. We gather insights from across 48,000 acres in Europe and share data with our farmers to help them work more efficiently and reduce their emissions. To find out more, take a look at our ESG summary here: https://lnkd.in/gMwpRRey",Pepsico,traditional
1639, Today we reported our PepsiCo Q1 2022 Earnings. Get a full breakdown here: https://pepsi.co/3Kh1jog,Pepsico,traditional
1640," Since we announced our goal to become Net Water Positive by 2030 last August, we’ve created more than a dozen new programs to advance our water-use efficiency, replenishment, and safe water access efforts. https://pepsi.co/3wpq8eo",Pepsico,traditional
1641," We’re delivering more non-HFSS options across some of our best-loved brands - including updated Walkers Baked and PopWorks, as well as new Doritos Dippers flavours. Smarter snacking - with the same great taste 💙💛Read more: https://lnkd.in/d-v9c3Ky",Pepsico,traditional
1642, This Earth Day take a look at some of the ways we’re working with suppliers and partners across our value chain to bring down emissions + create a more positive value chain. https://pepsi.co/3Kbf208,Pepsico,traditional
1643," Out now: our Environmental, Social, and Governance Summary, showing how we’re leveraging our scale to create positive change for the planet + people as part of our PepsiCo Positive transformation: https://pepsi.co/3NyxCk8",Pepsico,traditional
